# ----------------------------------------
# Demographic details: Country
# Account: Tresor Tech Store
# Property: Flix
# ----------------------------------------
# 
# All Users
# Start date: 20260902
# End date: 20260903
Country,Date,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
Thailand,20260902,283,203,329,0.7686915887850467,1.1625441696113075,163.42756183745584,13485,2482,1,36.030477
Oman,20260903,282,122,346,0.6467289719626168,1.2269503546099292,219.10992907801418,17322,3044,0.9929078014184397,44.876667
Haiti,20260902,280,36,422,0.7326388888888888,1.5071428571428571,228.54642857142858,7578,1015,1,1.114309
Italy,20260903,272,161,325,0.6885593220338984,1.1948529411764706,116.6654411764706,12210,2232,0.9963235294117647,12.441782
Dominican Republic,20260903,271,90,363,0.6612021857923497,1.3394833948339484,156.5719557195572,11470,1894,0.996309963099631,11.373166
Colombia,20260902,269,109,327,0.615819209039548,1.2156133828996283,137.46840148698885,10422,1828,0.9962825278810409,17.692949
Spain,20260903,269,123,322,0.5962962962962963,1.1970260223048328,202,15937,2571,0.9925650557620818,15.934371
Haiti,20260903,266,47,356,0.6926070038910506,1.3383458646616542,139.96616541353384,8026,1075,1,1.652224
Mexico,20260902,263,116,317,0.5701438848920863,1.2053231939163498,220.03041825095056,19417,2215,1,18.943186
Dominican Republic,20260902,255,79,334,0.6151012891344383,1.3098039215686275,141.4,10151,1741,1,8.422325
Italy,20260902,245,132,276,0.6374133949191686,1.126530612244898,128.99591836734695,11093,2075,1,21.326621
Mexico,20260903,244,105,292,0.5736738703339882,1.1967213114754098,204.0327868852459,18623,1834,1,34.634261
Colombia,20260903,241,91,275,0.5681818181818182,1.1410788381742738,175.35684647302904,10731,1820,0.991701244813278,10.788936
South Sudan,20260902,237,55,267,0.6357142857142857,1.1265822784810127,79.51476793248945,5959,854,1,0.954844
Malawi,20260902,230,59,283,0.6819277108433734,1.2304347826086957,116.88260869565218,7433,1054,1,1.250713
Malawi,20260903,228,64,278,0.6881188118811881,1.219298245614035,93.00438596491227,6570,947,1,1.49342
Papua New Guinea,20260902,228,43,254,0.6902173913043478,1.1140350877192982,117.48684210526316,6827,1046,1,10.974425
Papua New Guinea,20260903,219,65,228,0.7102803738317757,1.0410958904109588,111.337899543379,6140,1146,0.9908675799086758,0.786787
Netherlands,20260903,217,69,261,0.6365853658536585,1.2027649769585254,181.82027649769586,11798,1163,0.9262672811059908,35.47889
Niger,20260903,216,89,260,0.6718346253229974,1.2037037037037037,91.74537037037037,8168,1150,1,2.585694
Netherlands,20260902,209,48,230,0.647887323943662,1.1004784688995215,154.8421052631579,12154,1089,0.9330143540669856,17.228204
Niger,20260902,208,54,258,0.6531645569620254,1.2403846153846154,73.91826923076923,5769,726,0.9951923076923077,1.121832
South Sudan,20260903,202,42,238,0.6666666666666666,1.1782178217821782,87.78217821782178,5212,785,0.9900990099009901,1.27669
Mozambique,20260903,199,51,239,0.6565934065934066,1.2010050251256281,117.59798994974874,6693,1002,1,11.506221
Peru,20260902,198,89,241,0.600997506234414,1.2171717171717171,212.75252525252526,9327,1595,0.9949494949494949,4.426479
Portugal,20260903,197,120,229,0.6432584269662921,1.1624365482233503,216.7005076142132,10939,2006,1,41.905609
Peru,20260903,191,90,221,0.5877659574468085,1.1570680628272252,232.6282722513089,7668,1389,1,25.227933
Jamaica,20260903,189,58,243,0.6344647519582245,1.2857142857142858,231.11640211640213,7742,1341,1,13.000077
Burkina Faso,20260902,188,66,196,0.6242038216560509,1.0425531914893618,114.17553191489361,6913,992,1,2.773452
Mozambique,20260902,188,49,232,0.6628571428571428,1.2340425531914894,98.22340425531915,5710,805,1,0.811097
Benin,20260903,185,66,239,0.7071005917159763,1.2918918918918918,211.12432432432433,7930,1125,0.9837837837837838,2.524339
Burkina Faso,20260903,182,65,188,0.6550522648083623,1.032967032967033,83.32967032967034,5440,851,1,2.179897
Benin,20260902,179,72,217,0.6697530864197531,1.2122905027932962,139.79888268156424,7430,1101,1,2.058868
